id,title,link,description,pubDate,source_id,category,country,language
1534,"Sống bon chen nơi 'tấc đất tấc vàng', cô gái chọn kiểu 'vô gia cư' để tiết kiệm tiền thuê nhà khổng lồ: Muốn sống yên phải vượt qua những điều này",https://cafebiz.vn/song-bon-chen-noi-tac-dat-tac-vang-co-gai-chon-kieu-vo-gia-cu-de-tiet-kiem-tien-thue-nha-khong-lo-muon-song-yen-phai-vuot-qua-nhung-dieu-nay-17623033114102926.chn,"Ở nhiều đô thị lớn, phí mua nhà, thuê nhà hàng tháng là một con số ""khổng lồ"" khiến không ít người rơi vào tình thế tiến thoái lưỡng nan khi không có nơi nào để sinh sống.",2023-03-31 07:15:00,cafebiz,business,Vietnam,Vietnamese
1535,"Chỉ trong 1 tuần, 2 'lỗ hổng' rộng gấp hàng chục lần Trái Đất đồng loạt xuất hiện trên Mặt Trời",https://cafebiz.vn/chi-trong-1-tuan-2-lo-hong-rong-gap-hang-chuc-lan-trai-dat-dong-loat-xuat-hien-tren-mat-troi-176230331134253439.chn,"Một ""lỗ hổng"" khổng lồ, hay còn được gọi là lỗ vành nhật hoa, đã xuất hiện trên bề mặt của Mặt trời, tạo ra những cơn bão từ với tốc độ cực cao hướng về Trái Đất trong những ngày tới.",2023-03-31 07:12:00,cafebiz,business,Vietnam,Vietnamese
1536,"Món bún của ""xứ sở chùa tháp"" được ca ngợi hội tụ đủ hương vị cuộc sống miền Tây sông nước",https://cafebiz.vn/mon-bun-cua-xu-so-chua-thap-duoc-ca-ngoi-hoi-tu-du-huong-vi-cuoc-song-mien-tay-song-nuoc-176230331133756122.chn,"Trong tô bún nước lèo không đơn giản là món ăn mà còn đong đầy hương vị cuộc sống của người dân miền Tây nói riêng, Sóc Trăng nói chung.",2023-03-31 07:10:00,cafebiz,business,Vietnam,Vietnamese
1537,"Liên tục tăng trưởng vượt dự báo và không có dấu hiệu dừng lại: Một ""con hổ châu Á"" mới đang hình thành ngay cạnh Việt Nam?",https://cafebiz.vn/lien-tuc-tang-truong-vuot-du-bao-va-khong-co-dau-hieu-dung-lai-mot-con-ho-chau-a-moi-dang-hinh-thanh-ngay-canh-viet-nam-176230331133406223.chn,Nền kinh tế Campuchia không chỉ hồi phục mạnh mẽ sau đại dịch mà còn có nhiều điểm hấp dẫn các nhà đầu tư nước ngoài.,2023-03-31 07:05:00,cafebiz,business,Vietnam,Vietnamese
1538,"Việt Nam có 'cơn sốt' taxi điện của ông Phạm Nhật Vượng còn đây là loại hình taxi đang khiến cả thế giới 'đứng ngồi không yên', ông lớn rót hàng tỷ USD để giành thị phần",https://cafebiz.vn/viet-nam-co-con-sot-taxi-dien-cua-ong-pham-nhat-vuong-con-day-la-loai-hinh-taxi-dang-khien-ca-the-gioi-dung-ngoi-khong-yen-ong-lon-rot-hang-ty-usd-de-gianh-thi-phan-176230331095247479.chn,"Loại hình taxi này được cho sẽ thay đổi ngành vận tải trong tương lai gần, là phát minh để giải quyết các vấn đề về tắc đường.",2023-03-31 07:01:00,cafebiz,business,Vietnam,Vietnamese
1539,Chủ tịch Hòa Phát Trần Đình Long giãi bày lí do lần đầu tiên sau 16 năm lên sàn chứng khoán không trả cổ tức,https://cafebiz.vn/chu-tich-hoa-phat-tran-dinh-long-giai-bay-li-do-lan-dau-tien-sau-16-nam-len-san-chung-khoan-khong-tra-co-tuc-17623033113345091.chn,"Sau 3 năm liên tiếp trả cổ tức 5% bằng tiền mặt cho các cổ đông, năm nay Hòa Phát giữ lại toàn bộ lợi nhuận để đầu tư cho hoạt động kinh doanh mà không chia cổ tức.",2023-03-31 06:55:00,cafebiz,business,Vietnam,Vietnamese
1540,"Câu hỏi ""100% trúng 1 triệu USD hay 50% cơ hội có 100 triệu USD"": Chỉ 1 lựa chọn đủ biết bạn là ai trong 5 kiểu người này",https://cafebiz.vn/cau-hoi-100-trung-1-trieu-usd-hay-50-co-hoi-co-100-trieu-usd-chi-1-lua-chon-du-biet-ban-la-ai-trong-5-kieu-nguoi-nay-176230331120321221.chn,"Chủ đề này được quan tâm bởi nó thể hiện bản năng khao khát giàu có của con người, bao hàm cả tư duy xác suất để lựa chọn giữa 100% có số tiền nhỏ hơn và 50% cơ hội trúng lớn.",2023-03-31 06:50:00,cafebiz,business,Vietnam,Vietnamese
1541,"Điện Quang (DQC) muốn đổi tên cho đúng lĩnh vực kinh doanh chính, đặt kế hoạch doanh thu về đỉnh lịch sử 1.200 tỷ",https://cafebiz.vn/dien-quang-dqc-muon-doi-ten-cho-dung-linh-vuc-kinh-doanh-chinh-dat-ke-hoach-doanh-thu-ve-dinh-lich-su-1200-ty-17623033113364293.chn,"Hiện, DQC đang chuyển dần sang doanh nghiệp cung cấp các sản phẩm, giải pháp chiếu sáng và thiết bị điện cho ngành bất động sản, do đó Công ty cũng không nằm ngoài những khó khăn này đặc biệt là việc tiếp cận nguồn vốn tín dụng ngân hàng.",2023-03-31 06:49:00,cafebiz,business,Vietnam,Vietnamese
1542,Mối đe dọa từ băng Nam Cực tan chảy nhanh,https://cafebiz.vn/moi-de-doa-tu-bang-nam-cuc-tan-chay-nhanh-176230331134212066.chn,"Theo một nghiên cứu vừa đăng trên tạp chí Nature hôm 29-3, sự tan chảy nhanh chóng của băng Nam Cực đang làm chậm lại đáng kể dòng chảy qua các đại dương trên thế giới và có thể gây hại đến khí hậu toàn cầu, chuỗi thức ăn biển, thậm chí là sự ổn định của các thềm băng.",2023-03-31 06:48:00,cafebiz,business,Vietnam,Vietnamese
1543,Cựu Giám đốc viện Tim Hà Nội Nguyễn Quang Tuấn sắp hầu toà,https://cafebiz.vn/cuu-giam-doc-vien-tim-ha-noi-nguyen-quang-tuan-sap-hau-toa-17623033113404325.chn,"Phiên toà xét xử ông Nguyễn Quang Tuấn và các đồng phạm nguyên là lãnh đạo, nhân viên Bệnh viện Tim Hà Nội kéo dài 5 ngày.",2023-03-31 06:44:00,cafebiz,business,Vietnam,Vietnamese
1544,Liên danh Bất động sản Mỹ và An Phúc làm dự án hơn 3.4 ngàn tỷ ở Hải Phòng,http://vietstock.vn/2023/03/lien-danh-bat-dong-san-my-va-an-phuc-lam-du-an-hon-34-ngan-ty-o-hai-phong-4222-1054105.htm,"Sở Kế hoạch và Đầu tư Hải Phòng công bố kết quả mở hồ sơ đăng ký thực hiện dự án xây dựng khu đô thị mới Hoàng Xá, thị trấn An Lão, huyện An Lão.",2023-03-31 05:01:12,vietstock,business,Vietnam,Vietnamese
1545,Trước thềm ĐHĐCĐ 2023: MSB đặt mục tiêu lợi nhuận 6.300 tỷ đồng,https://nhipsongkinhdoanh.vn/truoc-them-dhdcd-2023-msb-dat-muc-tieu-loi-nhuan-6300-ty-dong-post3108038.html,"Ngân hàng TMCP Hàng Hải Việt Nam (HoSE: MSB) vừa công bố tài liệu họp Đại hội đồng cổ đông, trình phê duyệt nhiều kế hoạch quan trọng. Ngân hàng sẽ tổ chức Đại hội ngày 21/4 tới đây.MSB báo lợi nhuận năm 2022 hơn 5.787 tỷ đồng nhờ đẩy mạnh mảng khách hàng cá nhân",2023-03-31 02:51:43,nhipsongkinhdoanh,business,Vietnam,Vietnamese
1546,"Từng khẳng định ""sớm muộn cũng phải đa ngành"", vì sao Hòa Phát lại cắt bớt đầu tư bất động sản?",https://nhipsongkinhdoanh.vn/tung-khang-dinh-som-muon-cung-phai-da-nganh-vi-sao-hoa-phat-lai-cat-bot-dau-tu-bat-dong-san-post3108040.html,"Ông Trần Đình Long khẳng định Hòa Phát vẫn kiên định chiến lược kinh doanh đa ngành, nhưng hiện tại ưu tiên tập trung cho mảng thép và dự án Dung Quất 2, nên có thể tạm gác lại tham vọng vào lĩnh vực bất động sản và một số mảng lĩnh vực khác.Tập trung dự án thép 3 tỷ USD, Hòa Phát không chia cổ tức, cắt bớt đầu tư ngoài ngànhLợi nhuận năm 2022 giảm sâu, Hòa Phát ""cắt"" cả trăm tỷ đồng thù lao của hội đồng quản trị Sức cầu yếu, sản lượng bán hàng tháng 2 của Hòa Phát chỉ bằng 70% cùng kỳ",2023-03-31 02:35:44,nhipsongkinhdoanh,business,Vietnam,Vietnamese
1547,"Nghị định 08/2023/NĐ-CP: Tháo gỡ khó khăn cho thị trường trái phiếu, củng cố niềm tin nhà đầu tư",https://nhipsongkinhdoanh.vn/nghi-dinh-082023nd-cp-thao-go-kho-khan-cho-thi-truong-trai-phieu-cung-co-niem-tin-nha-dau-tu-post3108026.html,"Nghị định 08/2023/NĐ-CP được ban hành ngày 5/3/2023 với mục tiêu vừa tháo gỡ khó khăn cho doanh nghiệp, vừa hướng tới lộ trình xây dựng thị trường trái phiếu doanh nghiệp minh bạch và bền vững.Cho vay khách hàng cá nhân hiện chiếm gần 54% tổng cho vay của Techcombank TCBS: Tăng vốn để giữ vững vị thế dẫn đầu",2023-03-31 01:53:10,nhipsongkinhdoanh,business,Vietnam,Vietnamese
1548,Nhà giá rẻ 'kích hoạt' dòng tiền trở lại thị trường bất động sản,http://vietstock.vn/2023/03/nha-gia-re-kich-hoat-dong-tien-tro-lai-thi-truong-bat-dong-san-4220-1053969.htm,Thị trường bất động sản đã xuất hiện dấu hiệu của chu kỳ phục hồi khi chính sách điều hành kinh tế vĩ mô lẫn dòng tiền đều chuyển động tích cực hơn. Nhưng để doanh nghiệp bắt kịp đà phục hồi này không phải là điều dễ dàng nếu họ không có được cấu trúc tài chính ổn định lẫn cơ cấu sản phẩm phù hợp với nhu cầu thị trường.,2023-03-31 01:02:18,vietstock,business,Vietnam,Vietnamese
1549,"Mới giải ngân 0,3%, Ngân hàng Nhà nước “thúc” thực hiện gói hỗ trợ lãi suất 2%",https://nhipsongkinhdoanh.vn/moi-giai-ngan-03-ngan-hang-nha-nuoc-thuc-thuc-hien-goi-ho-tro-lai-suat-2-post3108021.html,"Theo báo cáo của Ngân hàng Nhà nước, đến hết năm 2022, giải ngân chính sách hỗ trợ 2% lãi suất mới đạt hơn 134 tỷ đồng, tương đương 0,3% tổng nguồn lực.Khẩn trương trình ban hành nghị định “gỡ rối” gói hỗ trợ lãi suất 2%Gói hỗ trợ 2% lãi suất dự kiến sẽ thông thoáng hơn",2023-03-31 00:36:38,nhipsongkinhdoanh,business,Vietnam,Vietnamese
1550,"Kinh tế TP HCM quý I tăng 0,7%",https://vnexpress.net/kinh-te-tp-hcm-quy-i-tang-0-7-4587581.html,"Dịch vụ và nông nghiệp cải thiện nhưng công nghiệp, xây dựng suy giảm khiến GRDP TP HCM quý I chỉ tăng 0,7% so với cùng kỳ 2022.",2023-03-30 15:48:09,vnexpress,business,Vietnam,Vietnamese
1551,Hà Nội hoàn thành 86.000m2 sàn nhà ở trong quí 1-2023,http://vietstock.vn/2023/03/ha-noi-hoan-thanh-86000m2-san-nha-o-trong-qui-1-2023-4220-1053913.htm,"Trong quí 1 này, các doanh nghiệp, chủ đầu tư dự án bất động sản trên địa bàn thành phố Hà Nội đã hoàn thành 2 dự án nhà thương mại với 61.043m2 sàn nhà ở, tương đương 389 căn hộ; 2 dự án nhà tái định cư với 24.960m2 sàn nhà ở, 312 căn hộ.",2023-03-30 14:30:00,vietstock,business,Vietnam,Vietnamese
1552,Lý do EVN không kịp đàm phán giá điện tái tạo chuyển tiếp,https://vnexpress.net/ly-do-evn-khong-kip-dam-phan-gia-dien-tai-tao-chuyen-tiep-4587326.html,"31/3 là hạn chót được Bộ Công Thương giao đàm phán xong giá với các dự án điện tái tạo chuyển tiếp nhưng EVN cho biết ""chưa thể hoàn thành"" vì nhiều vướng mắc.",2023-03-30 14:06:17,vnexpress,business,Vietnam,Vietnamese
1553,Phát hiện sai phạm khi thanh tra 4 doanh nghiệp phân phối bảo hiểm qua ngân hàng,https://nhipsongkinhdoanh.vn/phat-hien-sai-pham-khi-thanh-tra-4-doanh-nghiep-phan-phoi-bao-hiem-qua-ngan-hang-post3108036.html,"Chiều 30/3, tại họp báo thường kỳ quý 1 của Bộ Tài chính, Thứ trưởng Bộ Tài chính Nguyễn Đức Chi cho biết Bộ Tài chính đã tổ chức đoàn thanh tra chuyên đề về phân phối bảo hiểm qua ngân hàng đối với 4 doanh nghiệp bảo hiểm và hiện đang hoàn thiện kết luận thanh tra.Các nhà băng Việt đang chi bao nhiêu cho bảo hiểm tiền gửi?Ngân hàng đang khai thác ""mùa vàng"" bảo hiểm như thế nào?",2023-03-30 13:53:29,nhipsongkinhdoanh,business,Vietnam,Vietnamese
1554,VinFast và BP hợp tác về các giải pháp năng lượng và di chuyển điện hóa toàn cầu,https://nhipsongkinhdoanh.vn/vinfast-va-bp-hop-tac-ve-cac-giai-phap-nang-luong-va-di-chuyen-dien-hoa-toan-cau-post3108031.html,"Ngày 30/3, VinFast và tập đoàn BP đã công bố ký kết Biên bản ghi nhớ về việc cung cấp các giải pháp năng lượng và di chuyển điện hóa toàn cầu.SUV điện cỡ lớn VinFast VF 9 có gì để chinh phục khách Việt?Ông Phạm Nhật Vượng lập hãng taxi điện hoạt động ở Hà Nội",2023-03-30 13:45:46,nhipsongkinhdoanh,business,Vietnam,Vietnamese
1555,Vốn rót vào startup Việt Nam giảm hơn một nửa,https://vnexpress.net/von-rot-vao-startup-viet-nam-giam-hon-mot-nua-4587493.html,"Sau khi phục hồi mạnh mẽ vào 2021, vốn đầu tư mạo hiểm vào Việt Nam năm 2022 lại giảm 56% do ảnh hưởng của biến động kinh tế toàn cầu.",2023-03-30 13:39:35,vnexpress,business,Vietnam,Vietnamese
1556,"Nghị định 08: Tháo gỡ khó khăn cho thị trường trái phiếu, củng cố niềm tin nhà đầu tư",https://nhipsongkinhdoanh.vn/nghi-dinh-08-thao-go-kho-khan-cho-thi-truong-trai-phieu-cung-co-niem-tin-nha-dau-tu-post3108026.html,"Nghị định 08/2023/NĐ-CP được ban hành ngày 5/3/2023 với mục tiêu vừa tháo gỡ khó khăn cho doanh nghiệp, vừa hướng tới lộ trình xây dựng thị trường trái phiếu doanh nghiệp minh bạch và bền vững.Cho vay khách hàng cá nhân hiện chiếm gần 54% tổng cho vay của Techcombank TCBS: Tăng vốn để giữ vững vị thế dẫn đầu",2023-03-30 12:30:25,nhipsongkinhdoanh,business,Vietnam,Vietnamese
1557,Tìm cách “rã đông” vốn khởi nghiệp,https://doanhnhansaigon.vn/khoi-nghiep/tim-cach-ra-dong-von-khoi-nghiep-1116463.html,"Nhiều startup đang phải bươn chải tìm nguồn vốn trong tình hình kinh tế khó khăn, trong khi đó các nhà đầu tư chỉ rót tiền dè dặt. Startup không có cách nào khác phải tự thay đổi mình để “rã đông” vốn khởi nghiệp.",2023-03-30 10:45:21,doanhnhansaigon,business,Vietnam,Vietnamese
1558,Đừng bỏ lỡ cơ hội xuất khẩu gạo sang Indonesia,https://doanhnhansaigon.vn/kinh-doanh/dung-bo-lo-co-hoi-xuat-khau-gao-sang-indonesia-1116509.html,"Indonesia đang có chính sách gia tăng lượng gạo dự trữ, trong đó dự tính sẽ nhập khẩu hai triệu tấn gạo. Đây là cơ hội của các doanh nghiệp xuất khẩu gạo Việt Nam và đừng bỏ lỡ, đó là chỉ đạo của Bộ Công Thương.",2023-03-30 10:45:21,doanhnhansaigon,business,Vietnam,Vietnamese
1559,Ngành bán lẻ chạy đua củng cố vị thế,https://doanhnhansaigon.vn/kinh-doanh/nganh-ban-le-chay-dua-cung-co-vi-the-1116420.html,"Trong khi các nhà đầu tư ngoại rót thêm vốn, mở rộng hệ thống thì các doanh nghiệp trong nước đầu tư vào công nghệ, liên kết với nhà sản xuất để củng cố vị thế bán lẻ.",2023-03-30 10:45:21,doanhnhansaigon,business,Vietnam,Vietnamese
1560,Quý I/2023: Việt Nam xuất siêu hơn 4 tỷ USD,https://doanhnhansaigon.vn/kinh-doanh/quy-i-2023-viet-nam-xuat-sieu-hon-4-ty-usd-1116517.html,"Xuất nhập khẩu hàng hóa trong 3 tháng đầu năm 2023 đạt 154,27 tỷ USD, trong đó xuất khẩu đạt 79,17 tỷ USD, nhập khẩu đạt 75,1 tỷ USD. Cán cân thương mại tiếp tục nghiêng về xuất siêu với 4,07 tỷ USD.",2023-03-30 10:45:21,doanhnhansaigon,business,Vietnam,Vietnamese
1561,Mỗi tháng có 20.100 doanh nghiệp rút lui khỏi thị trường,https://doanhnhansaigon.vn/kinh-doanh/moi-thang-co-20-100-doanh-nghiep-rut-lui-khoi-thi-truong-1116508.html,Bình quân một tháng trong quý I/2023 có gần 19.000 doanh nghiệp thành lập mới và quay trở lại hoạt động. Trong khi bình quân có gần 20.100 doanh nghiệp rút lui khỏi thị trường.,2023-03-30 10:45:21,doanhnhansaigon,business,Vietnam,Vietnamese
1562,ESG là chìa khóa để doanh nghiệp Việt Nam thành công trên thị trường quốc tế,https://doanhnhansaigon.vn/kinh-doanh/esg-la-chia-khoa-de-doanh-nghiep-viet-nam-thanh-cong-tren-thi-truong-quoc-te-1116481.html,Các doanh nghiệp ngày càng nhận thức được tầm quan trọng của các tiêu chuẩn môi trường - xã hội - quản trị (ESG) và sẵn sàng bắt tay vào hành trình thực thi chiến lược này.,2023-03-30 10:45:21,doanhnhansaigon,business,Vietnam,Vietnamese
1563,"Techcombank muốn phát hành ESOP tăng vốn điều lệ, rót thêm vốn vào TCBS",https://nhipsongkinhdoanh.vn/techcombank-muon-phat-hanh-esop-tang-von-dieu-le-rot-them-von-vao-tcbs-post3108025.html,TCBS sẽ thực hiện chào bán 105 triệu cổ phiếu cho Techcombank với giá chào bán dự kiến là 97.542 đồng/cổ phiếu. Tổng số tiền thu được theo giá dự kiến là 10.241 tỷ đồng.Cho vay khách hàng cá nhân hiện chiếm gần 54% tổng cho vay của Techcombank,2023-03-30 09:14:04,nhipsongkinhdoanh,business,Vietnam,Vietnamese
1564,"Nhờ ""ông lớn” Nike, Adidas, một doanh nghiệp dệt may Việt đặt mục tiêu lãi vượt 250 tỷ",https://nhipsongkinhdoanh.vn/nho-ong-lon-nike-adidas-mot-doanh-nghiep-det-may-viet-dat-muc-tieu-lai-vuot-250-ty-post3108019.html,"Theo lãnh đạo Sợi Thế Kỷ, giả sử nhu cầu sản phẩm dệt may không hồi phục mạnh, công ty dựa vào chiến lược kết hợp với các thương hiệu làm sản phẩm. Doanh thu có thể không tăng nhiều, nhưng giá bán tốt hơn mang lại hiệu quả cao.Doanh nghiệp rục rịch thay nhân sự cấp cao trước mùa đại hội đồng cổ đông",2023-03-30 08:52:34,nhipsongkinhdoanh,business,Vietnam,Vietnamese
1565,Phó thống đốc Đào Minh Tú: Sẽ điều hành giảm tiếp lãi suất,https://nhipsongkinhdoanh.vn/pho-thong-doc-dao-minh-tu-se-dieu-hanh-giam-tiep-lai-suat-post3108024.html,"Thông điệp của Ngân hàng Nhà nước là giảm lãi suất, sắp tới sẽ điều hành giảm lãi suất tiếp một lần nữa. Từ cơ sở này, ngân hàng thương mại sẽ giảm lãi suất tuỳ theo năng lực tài chính của từng ngân hàng.""Người lao động không thể mua được nhà với lãi suất 9 - 10%""UOB dự báo lãi suất tái cấp vốn có thể điều chỉnh trong quý 2/2023FED tăng lãi suất lần thứ 9, tác động gì đến kinh tế Việt Nam?",2023-03-30 08:49:11,nhipsongkinhdoanh,business,Vietnam,Vietnamese
1566,"Tập trung dự án thép 3 tỷ USD, Hòa Phát không chia cổ tức, cắt bớt đầu tư ngoài ngành",https://nhipsongkinhdoanh.vn/tap-trung-du-an-thep-3-ty-usd-hoa-phat-khong-chia-co-tuc-cat-bot-dau-tu-ngoai-nganh-post3108017.html,"Ban lãnh đạo Hòa Phát cho biết để tập trung vốn đầu tư cho dự án Dung Quất 2, quy mô đầu tư đến hiện tại đã lên tới 3 tỷ USD, nên tập đoàn sẽ không chia cổ tức năm 2022, đồng thời tạm gác việc rót vốn thêm vào bất động sản cũng như các dự án mới.Lợi nhuận năm 2022 giảm sâu, Hòa Phát ""cắt"" cả trăm tỷ đồng thù lao của hội đồng quản trị Sức cầu yếu, sản lượng bán hàng tháng 2 của Hòa Phát chỉ bằng 70% cùng kỳ""Ngành thép trên đà phục hồi"", Hòa Phát vẫn đặt kế hoạch lợi nhuận năm 2023 đi lùi",2023-03-30 07:25:07,nhipsongkinhdoanh,business,Vietnam,Vietnamese
1567,TPHCM có động thái mới về dự án nhà ở xã hội,http://vietstock.vn/2023/03/tphcm-co-dong-thai-moi-ve-du-an-nha-o-xa-hoi-4222-1053382.htm,"Chủ đầu tư xây dựng nhà ở xã hội được hạch toán riêng và hưởng toàn bộ lợi nhuận đối với phần diện tích kinh doanh, dịch vụ thương mại. Tuy nhiên, UBND TPHCM cho rằng, việc không hạch toán vào giá bán nhà ở xã hội sẽ đẩy giá nhà lên cao, khiến người nghèo khó có cơ hội mua được nhà.",2023-03-30 06:31:46,vietstock,business,Vietnam,Vietnamese
1568,"Tiếp cận vốn ngoại thành công, Masan nhận giải ngân 375 triệu USD",https://nhipsongkinhdoanh.vn/tiep-can-von-ngoai-thanh-cong-masan-nhan-giai-ngan-375-trieu-usd-post3108016.html,"Ngày 30/3, CTCP Tập đoàn Masan công bố giải ngân thành công đợt đầu với giá trị 375 triệu USD, thuộc phần bảo lãnh của khoản vay hợp vốn trị giá 650 triệu USD được ký vào tháng 2/2023 (Khoản vay hợp vốn năm 2023).Masan sẽ mở thêm 800-1.200 cửa hàng Winmart+, chuẩn bị đủ vốn thanh toán trái phiếu Masan thu hút gói tín dụng hợp vốn lên đến hơn 15.000 tỷ đồngMasan cấu trúc lại khoản đầu tư vào Masan MEATLife",2023-03-30 04:41:39,nhipsongkinhdoanh,business,Vietnam,Vietnamese
1569,Ngã rẽ mới cho PG Bank?,https://nhipsongkinhdoanh.vn/nga-re-moi-cho-pg-bank-post3108013.html,"Sau VietinBank, HDBank, từng có dịp thị trường bàn luận khả năng có mặt MB, và gần đây lại có tình huống lối rẽ mới trong chặng đường của PG Bank với MSB khi liên tục “người nhà” MSB sang nắm các chức vụ cao cấp tại PG Bank.Petrolimex chốt giá chào bán 40% cổ phần tại PGBank, có thể lãi hơn 700 tỷ",2023-03-30 04:27:04,nhipsongkinhdoanh,business,Vietnam,Vietnamese
1570,Cần sớm có hướng dẫn kiểm toán phát hành trái phiếu riêng lẻ của ngân hàng,https://nhipsongkinhdoanh.vn/can-som-co-huong-dan-kiem-toan-phat-hanh-trai-phieu-rieng-le-cua-ngan-hang-post3107984.html,"Theo VBMA, thực tiễn cho thấy tổ chức tín dụng không thể xác định đích danh nguồn tiền vốn trái phiếu thu từ một đợt phát hành trái phiếu cụ thể được sử dụng cho các khoản cho vay, đầu tư cụ thể nào.Dự thảo sửa đổi Thông tư 16 của Ngân hàng Nhà nước tác động ra sao đến vấn đề trái phiếu doanh nghiệp hiện nay?Sửa đổi quy định về mua, bán trái phiếu doanh nghiệp tại ngân hàng",2023-03-30 03:22:58,nhipsongkinhdoanh,business,Vietnam,Vietnamese
1571,KienlongBank giảm lãi suất cho vay lên đến 2%/năm,https://nhipsongkinhdoanh.vn/kienlongbank-giam-lai-suat-cho-vay-len-den-2nam-post3108009.html,"Ngân hàng TMCP Kiên Long (KienlongBank) chính thức triển khai các gói tín dụng ưu đãi với quy mô 5.000 tỷ đồng dành cho khách hàng doanh nghiệp và khách hàng cá nhân. Theo đó, mức lãi suất ưu đãi của KienlongBank áp dụng giảm lên đến 2%/ năm.KienlongBank tiếp tục hành trình “San sẻ yêu thương – Thêm hương ngày Tết” năm thứ 10Từ không gian xanh đến thiết kế đẳng cấp tại Sunshine CitySức hấp dẫn từ những “khu vườn trên không” tại dự án Sunshine Green Iconic",2023-03-30 02:20:56,nhipsongkinhdoanh,business,Vietnam,Vietnamese
1572,Vạn Xuân Group trợ lực tài chính với gói hỗ trợ lãi vay 0%,http://vietstock.vn/2023/03/van-xuan-group-tro-luc-tai-chinh-voi-goi-ho-tro-lai-vay-0-4222-1053054.htm,"Hơn 80% lượng giao dịch thành công thời gian qua đến từ những dự án pháp lý vững chắc và tiến độ xây dựng đảm bảo cho thấy câu chuyện tiến độ xây dựng đang tác động lớn đến quyết định của khách hàng và tạo tiền đề thúc đẩy thanh khoản, gia tăng giá trị dự án.",2023-03-30 01:00:00,vietstock,business,Vietnam,Vietnamese
1573,"Một ngân hàng lên kế hoạch tăng trưởng tín dụng 33%, tham gia tái cơ cấu ngân hàng yếu kém",https://nhipsongkinhdoanh.vn/mot-ngan-hang-len-ke-hoach-tang-truong-tin-dung-33-tham-gia-tai-co-cau-ngan-hang-yeu-kem-post3107997.html,"Ngân hàng này cho biết, sẽ tìm kiếm, tham gia, triển khai các cơ hội, phương án cơ cấu lại/hỗ trợ tổ chức tín dụng, quỹ tín dụng yếu kém khi có cơ hội.VPBank chính thức bán 15% vốn cho SMBC, thu về gần 36 nghìn tỷ đồngVPBank vay ADB 500 triệu USD",2023-03-30 00:44:30,nhipsongkinhdoanh,business,Vietnam,Vietnamese
1574,Hai ngôi sao Arsenal vắng mặt khi chạm trán Leeds,https://thethao247.vn/449-hai-ngoi-sao-arsenal-vang-mat-khi-cham-tran-leeds-d282888.html,"Ở màn chạm trán Leeds trên sân nhà tại vòng 29 Ngoại hạng Anh, Arsenal sẽ thiếu vắng bộ đôi ngôi sao.",2023-04-01 02:02:00,thethao247,sports,Vietnam,Vietnamese
1575,Cựu trợ lý ĐT Việt Nam: 'Cúp Quốc gia như giải phường',https://thethao247.vn/406-cuu-tro-ly-dt-viet-nam-cup-quoc-gia-nhu-giai-phuong-d282884.html,HLV Vũ Tiến Thành không ngần ngại bày tỏ quan điểm không hài lòng với cách tổ chức Cúp Quốc gia 2023.,2023-04-01 01:09:00,thethao247,sports,Vietnam,Vietnamese
1576,Sao ĐT Việt Nam nói điều thật lòng về Huỳnh Như trước thềm VL Olympic,https://thethao247.vn/406-sao-dt-viet-nam-noi-dieu-that-long-ve-huynh-nhu-truoc-them-vl-olympic-d282883.html,Hậu vệ Mỹ Anh cho rằng sự trở lại của Huỳnh Như có ý nghĩa lớn đối với ĐT nữ Việt Nam.,2023-04-01 00:27:00,thethao247,sports,Vietnam,Vietnamese
1577,"Sếp lớn xác nhận, đã ngã ngũ thương vụ Harry Kane gia nhập MU",https://thethao247.vn/436-sep-lon-xac-nhan-da-nga-ngu-thuong-vu-harry-kane-gia-nhap-mu-d282879.html,Thương vụ Harry Kane gia nhập Manchester United dường như đã đến hồi kết sau những tuyên bố mới nhất của Chủ tịch Daniel Levy.,2023-03-31 23:41:00,thethao247,sports,Vietnam,Vietnamese
1578,'Hàng xóm' ĐT Việt Nam mất chức vô địch sau trận chung kết nghẹt thở,https://thethao247.vn/406-hang-xom-dt-viet-nam-mat-chuc-vo-dich-sau-tran-chung-ket-nghet-tho-d282881.html,ĐT Lào tiếp tục phải đón nhận thêm 1 trận thua nữa trước Nepal trong khuôn khổ FIFA Days tháng 3.,2023-03-31 23:30:00,thethao247,sports,Vietnam,Vietnamese
1579,Sao mai đội trẻ dành ‘lời có cánh’ cho ĐT nữ Việt Nam,https://thethao247.vn/438-sao-mai-doi-tre-danh-loi-co-canh-cho-dt-nu-viet-nam-d282877.html,Tiền đạo Nguyễn Quỳnh Anh của đội nữ U17 thể hiện sự ngưỡng mộ đặc biệt đến ĐT nữ Việt Nam.,2023-03-31 15:52:00,thethao247,sports,Vietnam,Vietnamese
1580,"Hải Phòng: Mâu thuẫn vì hát karaoke quá to, người sang can bị đâm tử vong",https://giadinh.suckhoedoisong.vn/hai-phong-mau-thuan-vi-hat-karaoke-qua-to-nguoi-sang-can-bi-dam-tu-vong-172230331223601592.htm,"GĐXH - Nhiều lần góp ý nhưng ông S. không nghe, vẫn tiếp tục mở nhạc to hát karaoke nên 2 bên xảy ra mâu thuẫn và xô xát. Trong lúc xô xát, ông S đã đâm anh T tử vong.",2023-03-31 15:43:00,giadinhsuckhoedoisong,sports,Vietnam,Vietnamese
